title,tags
amsterdam,christianb margotrobbi johndavidwashington davido.russel crime drama ensembl film about a rich american coupl a dutch asoci famili a french gay coupl a german work class famili and two illeg moroccan in amsterdam.
"lyle, lyle, crocodile","javierbardem constancewu winslowfegley willspeck,joshgordon anim famili music the primm famili move into an old brownston hou on east 88th street where they find a crocodil name lyle in their bathtub."
tár,cateblanchett noémiemerl ninahoss toddfield drama music set in the intern world of classic music the film center on lydia tár wide consid one of the greatest live composer/conductor and first-ev femal chief conductor of a major german orchestra.
hellraiser,odessaa'zion jamieclayton brandonflynn davidbruckn horror thriller a woman discov the newli resurrect partial form bodi of her brother-in-law. she start kill for him to revit hi bodi so he can escap the demon be that are pursu him after he escap their sadist und...
triangle of sadness,harrisdickinson charlbidean dollydeleon rubenöstlund comedi drama a crui for the super-rich sink thu leav survivor includ a fashion model celebr coupl trap on an island.
significant other,"maikamonro jakelaci danberk,robertolsen(directors/screenplay);maikamonroe,jakelaci drama mysteri sci-fi follow a young coupl who take a remot backpack trip through the pacif northwest and face sinist event lead them to realiz that everyth about the place is not as it seems."
the redeem team,"jonweinbach(director);lebronjam dwyanewad mikekrzyzewski jonweinbach documentari histori sport follow the stori of the 2008 u.s. olymp men' basketb team and how ""the redeem team"" set a new standard for american basketball."
halloween ends,jamieleecurti andimatichak jamesjudecourtney davidgordongreen horror thriller the saga of michael myer and lauri strode come to a spine-chil climax in thi final instal of thi trilogy.
till,danielledeadwyl jalynh frankiefaison chinonyechukwu action crime horror two crimin and their hostag unknowingli seek temporari refug in a truck stop popul by vampir with chaotic results.
rosaline,"kaitlyndev isabelamerc kyleallen karenmain anim short rosalin walk through the wood on her way to bring her ""sweetheart"" lunch. she encount variou charact found in tradit fairi tale along the way."
all quiet on the western front,danielbrühl felixkamm albrechtschuch edwardberg drama war a german youth eagerli enter world war i but hi enthusiasm wane as he get a firsthand view of the horror.
raymond & ray,ewanmcgregor ethanhawk maribelverdú rodrigogarcía anim short n/a
stars at noon,margaretqualley joealwyn bennysafdi clairedeni drama romanc thriller in 1984' nicaragua a mysteri english businessman and a headstrong american journalist strike up a romanc as they soon becom embroil in a danger labyrinth of lie and conspiraci and are forc to tri and escap the co...
the curse of bridge hollow,marlonwayan priahferguson kellyrowland jeffwadlow adventur comedi famili a teenag girl who accid relea an ancient and mischiev spirit on halloween which cau decor to come aliv and wreak havoc must team up with the last person she'd want to in order to save their town - her fat...
bitch ass,tonytodd billposley crime horror a gang initi goe wrong when a group of four recruit break into a hou of horror as they'r all forc to play deadli game for their lives. win and you live - lose and you die.
the school for good and evil,sophiaannecaruso sofiawyli laurencefishburn paulfeig action drama fantasi best friend sophi and agatha find themselv on oppo side of an epic battl when they'r swept away into an enchant school where aspir hero and villain are train to protect the balanc between good and evil.
the good nurse,jessicachastain eddieredmayn nnamdiasomugha tobiaslindholm biographi crime drama an infam caregiv is implic in the death of hundr of hospit patients.
v/h/s/99,"johannesrobert vanessa&josephwint maggielevin johannesroberts,vanessa&josephwinter,maggielevin,tylermacintyre,flyinglotu horror wit a hellish vision of 1999 as social isol analog technolog and disturb home video fuse into a nightmar of found footag savagery."
black adam,dwaynejohnson aldishodg noahcentineo jaumecollet-serra action fantasi sci-fi nearli 5 000 year after he wa bestow with the almighti power of the egyptian gods-and imprison just as quickly-black adam is freed from hi earthli tomb readi to unleash hi uniqu form of justic on the modern world.
wendell & wild,keegan-michaelkey jordanpeel lyricross henryselick comedi drama romanc luke wilson play a good-heart ex-con who get a job in a retir hotel. three elderli resid help him win back hi girlfriend as he lend them a hand in fight hotel corruption.
ticket to paradise,georgeclooney juliarobert kaitlyndev olpark comedi romanc a divorc coupl that team up and travel to bali to stop their daughter from make the same mistak they think they made 25 year ago.
the banshees of inisherin,colinfarrel brendangleeson kerrycondon martinmcdonagh comedi drama two lifelong friend find themselv at an impass when one abruptli end their relationship with alarm consequ for both of them.
my policeman,harrystyl emmacorrin daviddawson michaelgrandag drama romanc the arriv of patrick into marion and tom' home trigger the explor of seismic event from 40 year previously.
aftersun,paulmesc francescacorio celiarowlson-h charlottewel drama sophi reflect on the share joy and privat melancholi of a holiday she took with her father twenti year earlier. memori real and imagin fill the gap between as she tri to reconcil the father she knew with the man she d...
detective knight: rogue,brucewilli edwardjohndrak action thriller bruce willi star as veteran detect jame knight dedic to navig the demand street of lo angel in thi thrill first of a trilog of films. as the citi prepar for halloween mask-wear arm robber crit...
armageddon time,annehathaway jeremystrong banksrepeta jamesgray drama a deepli person coming-of-ag stori about the strength of famili and the gener pursuit of the american dream.
call jane,elizabethbank sigourneyweav chrismessina phyllisnagi drama histori a marri woman with an unwant pregnanc live in a time in america where she can't get a legal abort and work with a group of suburban women to find help.
prey for the devil,jacquelinebi colinsalmon christiannavarro danielstamm horror thriller a nun prepar to perform an exorc and come face to face with a demon forc with mysteri tie to her past.
run sweetheart run,ellabalinska pilouasbæk clarkgregg shanafest horror thriller a woman tri to get home aliv after her blind date turn violent.
the wonder,florencepugh tomburk elainecassidi sebastiánlelio drama mysteri thriller a tale of two stranger who transform each other' live a psycholog thriller and a stori of love pit against evil.
enola holmes 2,milliebobbybrown henrycavil louispartridg harrybradb action adventur crime now a detective-for-hir enola holm take on her first offici case to find a miss girl as the spark of a danger conspiraci ignit a mysteri that requir the help of friend - and sherlock himself - to unravel
causeway,jenniferlawr briantyreehenri lilaneugebau drama a us soldier suffer a traumat brain injuri while fight in afghanistan and struggl to adjust to life back home.
the estate,tonicollett annafari davidduchovni deancraig comedi thriller when the spoil son and newest wife of a billionair patriarch plot to murder him they form a psycho-sexu bond with their brutal handsom hitman as they kill and kill (and kill) in their quest for wealth and recognition.
